Logger, apex7414:         	Automatically truncated logfile to 1048576
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29357 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29358 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30820 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 2 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30821 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29359 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29360 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30822 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30823 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29361 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29362 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30824 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29363 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30825 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
AckHandler, apex7414:     	Could not find messages.getDialogs in new_outgoing!
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30826 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29364 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 2 incoming messages, 0 left
Session, apex7414:        	Garbage collected 6 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30827 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 2 incoming messages, 0 left
Session, apex7414:        	Garbage collected 4 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29365 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Garbage collected 6 incoming messages, 0 left
Session, apex7414:        	Garbage collected 12 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29366 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30828 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29367 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 5 incoming messages, 0 left
Session, apex7414:        	Garbage collected 10 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30829 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29368 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30830 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 4 incoming messages, 0 left
Session, apex7414:        	Garbage collected 8 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
ResponseHandler, apex7414: 	Flood, waiting 26 seconds before repeating async call of messages.getDialogs with message ID 7093805373211017228...
Session, apex7414:        	Garbage collected 2 incoming messages, 0 left
Session, apex7414:        	Garbage collected 3 outgoing messages, 2 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30831 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29369 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29370 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30832 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30833 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29371 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30834 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29372 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29373 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30835 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29374 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30836 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30837 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29375 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30838 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29376 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30839 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29377 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30840 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29378 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30841 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29379 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30842 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29380 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30843 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29381 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29382 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30844 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30845 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29383 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29384 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30846 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 2.0
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29385 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30847 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 2 left
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.safe.php.lock...
SessionPaths, apex7414:   	Waiting for exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
SessionPaths, apex7414:   	Got exclusive lock of J:\LineBot Commad System\project\public\session.madeline.lightState.php.lock...
APIWrapper, apex7414:     	Saved session!
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29386 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30848 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29387 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30849 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29388 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30850 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30851 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29389 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30852 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29390 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29391 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30853 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29392 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30854 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30855 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29393 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30856 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29394 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
AckHandler, apex7414:     	Could not find messages.getDialogs in new_outgoing!
PingLoop, apex7414:       	Ping DC 4.0
MsgIdHandler64, apex7414: 	Given message id (7093805493592031233) is bigger than or equal to the current limit (7093805493592016897). Please sync your date using NTP.
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30857 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29395 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 1 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 5 incoming messages, 0 left
Session, apex7414:        	Garbage collected 6 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29396 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30858 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29397 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 6 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30859 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29398 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30860 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 5 incoming messages, 0 left
Session, apex7414:        	Garbage collected 8 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30861 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29399 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 5 incoming messages, 0 left
Session, apex7414:        	Garbage collected 10 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
PingLoop, apex7414:       	Ping DC 3.0
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
MsgIdHandler64, apex7414: 	Given message id (7093805514085413889) is bigger than or equal to the current limit (7093805514085398529). Please sync your date using NTP.
DialogHandler, apex7414:  	Getting dialogs...
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29400 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30862 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 8 incoming messages, 0 left
Session, apex7414:        	Garbage collected 11 outgoing messages, 1 left
DialogHandler, apex7414:  	Getting dialogs...
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
ResponseHandler, apex7414: 	Flood, waiting 25 seconds before repeating async call of messages.getDialogs with message ID 7093805510649970712...
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 0 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29401 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 3 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30863 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29402 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30864 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29403 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30865 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
PingLoop, apex7414:       	Ping DC 1.0
PingLoop, apex7414:       	Ping DC 5.0
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30866 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 1 outgoing messages, 0 left
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 2 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29404 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30867 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29405 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30868 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29406 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30869 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29407 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093672959369281536 sent 30870 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Can't garbage collect msgs_state_req with message ID 7093679238611468288 sent 29408 seconds ago, no response has been received or it wasn't yet handled!
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
UpdateHandler, apex7414:  	Parsing updates (updateShort) received via the socket...
FeedLoop, apex7414:       	Resumed update feed loop generic
Session, apex7414:        	Garbage collected 1 incoming messages, 0 left
Session, apex7414:        	Garbage collected 0 outgoing messages, 1 left
